6356.235294,7058.764706
5162.764706,5718.117647
5617.705882,3068.764706
4922.117647,1344.058824
5344.843137,332.0392157
2118.509804,420.3137255
5244.372549,2468.176471
5762.117647,6055.901961
3396.627451,4947.215686
7181.039216,2654.352941
5716.921569,2021.705882
3865.137255,5236.843137
4120.686275,1188.215686
6454.039216,1940.098039
6225.823529,1986.215686
1590.098039,1921.117647
4759.490196,3619.313725
2734.745098,6302.078431
4470.411765,4246.196078
6940.901961,2166.627451
5737.137255,5691.215686
2956.960784,4419
4134.686275,5878.647059
7026.372549,985.4901961
4387.568627,3552.137255
1269,6053.137255
2435.313725,4036.431373
5278.137255,5624.901961
3423.117647,660.8431373
1249.333333,6215.666667
4132.647059,7474.784314
769.6862745,3145.509804
3220.254902,6860.843137
1096.215686,1168.117647
4259.745098,1216.235294
6385.568627,4800.411765
3180.588235,668.5098039
1838.745098,1006.921569
1396.333333,1957.647059
3209.156863,430.1568627
3823.84955,3687.872987
2571.196078,6833.921569
2829.980392,841.1568627
5820.137255,3027.058824
1870.568627,3048.823529
4420.509804,526.5490196
1776.117647,2773.568627
4988.862745,5619.45098
5558.431373,1524.313725
5214.490196,1398.196078
7072.627451,5924.705882
3773.428604,3399.942238
3923.128535,3864.112787
6242.196078,5941.058824
6166.294118,4127.254902
6618.941176,4291.54902
1587.45098,2257.156863
3667.196078,1874.156863
6291.392157,1536.098039
1708.54902,1320.862745
1800.921569,3291.098039
2384.745098,7020.313725
3251.098039,1426.803922
3310.078431,965.3333333
1985.196078,3048.529412
4563.058824,1972.745098
4591.686275,5438.529412
2269.745098,2495.862745
3196.156448,3923.949619
6031.764706,298.5490196
7248.392157,4116.745098
2565.901961,5230.196078
6716.039216,2675.803922
378.0392157,5693.72549
4747.490196,6473.352941
